contract_no,item_no,description_ar,unit,contractual_qty,unit_price,cumulative_qty,cumulative_pct,cumulative_amount,remaining_qty,source_sheet,source_row,source_file,extraction_method,confidence_level,data_quality_notes
CMH_01-C01,204,توريد و تركيب انابيب فولاذية سوداء 40.sch ، يشمل العمل كافة قطع التركيبات مثل الأكواع  والتيهات والوصلات والقارنات والنقاصات/المخفضات ومنافس الهواء الآلية وتكون الوصلات من نوع  فيكتوليك او ما يماثلها للأقطار 50 مم أو أكبر، و تكون الوصلات قلووظ للأقطار أقل من 50 مم، والبند يشمل العلاقات والدعامات للمواسير و المحابس  و الصرف ان لزم والدهان  لكامل الشبكة كما يلزم لاتمام العمل و بناء على توجيهات مهندس المشرف .ويشمل البند جميع ما يلزم لاتمام الأعمال طبقا للمواصفات و طبقا لمتطلبات الNFPA  ومتطلبات الدفاع المدني من الكشف على الشبكة الحالية وفحصها كما هو موضح على المخططات و على المقاول تقديم المخططات التنفيذية و اعتمادها قبل بدء بالتنفيذ من المهندس المشرف كما هو موصف للأقطار التالية:.mm dia 77,,110.0,,,,,,الملخص التراكمي,206,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,205,توريد و تركيب انابيب فولاذية سوداء 40.sch ، يشمل العمل كافة قطع التركيبات مثل الأكواع  والتيهات والوصلات والقارنات والنقاصات/المخفضات ومنافس الهواء الآلية وتكون الوصلات من نوع  فيكتوليك او ما يماثلها للأقطار 50 مم أو أكبر، و تكون الوصلات قلووظ للأقطار أقل من 50 مم، والبند يشمل العلاقات والدعامات للمواسير و المحابس  و الصرف ان لزم والدهان  لكامل الشبكة كما يلزم لاتمام العمل و بناء على توجيهات مهندس المشرف .ويشمل البند جميع ما يلزم لاتمام الأعمال طبقا للمواصفات و طبقا لمتطلبات الNFPA  ومتطلبات الدفاع المدني من الكشف على الشبكة الحالية وفحصها كما هو موضح على المخططات و على المقاول تقديم المخططات التنفيذية و اعتمادها قبل بدء بالتنفيذ من المهندس المشرف كما هو موصف للأقطار التالية:.mm dia 94,,314.0,,,,,,الملخص التراكمي,207,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,206,توريد و تركيب انابيب فولاذية سوداء 40.sch ، يشمل العمل كافة قطع التركيبات مثل الأكواع  والتيهات والوصلات والقارنات والنقاصات/المخفضات ومنافس الهواء الآلية وتكون الوصلات من نوع  فيكتوليك او ما يماثلها للأقطار 50 مم أو أكبر، و تكون الوصلات قلووظ للأقطار أقل من 50 مم، والبند يشمل العلاقات والدعامات للمواسير و المحابس  و الصرف ان لزم والدهان  لكامل الشبكة كما يلزم لاتمام العمل و بناء على توجيهات مهندس المشرف .ويشمل البند جميع ما يلزم لاتمام الأعمال طبقا للمواصفات و طبقا لمتطلبات الNFPA  ومتطلبات الدفاع المدني من الكشف على الشبكة الحالية وفحصها كما هو موضح على المخططات و على المقاول تقديم المخططات التنفيذية و اعتمادها قبل بدء بالتنفيذ من المهندس المشرف كما هو موصف للأقطار التالية:.mm dia 141,,200.0,,,,,,الملخص التراكمي,208,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,207, يشمل العمل كافة قطع التركيبات مثل الأكواع  والتيهات ، 40. schتوريد و تركيب انابيب فولاذية سوداء والوصلات والقارنات والنقاصات/المخفضات ومنافس الهواء الآلية وتكون الوصلات من نوع  فيكتوليك او ما يماثلها للأقطار 50 مم أو أكبر، و تكون الوصلات قلووظ للأقطار أقل من 50 مم، والبند يشمل  العلاقات والدعامات للمواسير و المحابس  و الصرف ان لزم والدهان  لكامل الشبكة كما يلزم لاتمام العمل. و بناء على توجيهات مهندس المشرف  ومتطلبات الدفاعNFPA  ويشمل البند جميع ما يلزم لاتمام الأعمال طبقا للمواصفات و طبقا لمتطلبات ال المدني من الكشف على الشبكة الحالية وفحصها كما هو موضح على المخططات و على المقاول تقديم:المخططات التنفيذية و اعتمادها قبل بدء بالتنفيذ من المهندس المشرف كما هو موصف للأقطار التالية 25 mm dia.,,1938.0,,,,,,الملخص التراكمي,209,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,208, يشمل العمل كافة قطع التركيبات مثل الأكواع  والتيهات ، 40. schتوريد و تركيب انابيب فولاذية سوداء والوصلات والقارنات والنقاصات/المخفضات ومنافس الهواء الآلية وتكون الوصلات من نوع  فيكتوليك او ما يماثلها للأقطار 50 مم أو أكبر، و تكون الوصلات قلووظ للأقطار أقل من 50 مم، والبند يشمل  العلاقات والدعامات للمواسير و المحابس  و الصرف ان لزم والدهان  لكامل الشبكة كما يلزم لاتمام العمل. و بناء على توجيهات مهندس المشرف  ومتطلبات الدفاعNFPA  ويشمل البند جميع ما يلزم لاتمام الأعمال طبقا للمواصفات و طبقا لمتطلبات ال المدني من الكشف على الشبكة الحالية وفحصها كما هو موضح على المخططات و على المقاول تقديم:المخططات التنفيذية و اعتمادها قبل بدء بالتنفيذ من المهندس المشرف كما هو موصف للأقطار التالية 32 mm dia.,,100.0,,,,,,الملخص التراكمي,210,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,209, يشمل العمل كافة قطع التركيبات مثل الأكواع  والتيهات ، 40. schتوريد و تركيب انابيب فولاذية سوداء والوصلات والقارنات والنقاصات/المخفضات ومنافس الهواء الآلية وتكون الوصلات من نوع  فيكتوليك او ما يماثلها للأقطار 50 مم أو أكبر، و تكون الوصلات قلووظ للأقطار أقل من 50 مم، والبند يشمل  العلاقات والدعامات للمواسير و المحابس  و الصرف ان لزم والدهان  لكامل الشبكة كما يلزم لاتمام العمل. و بناء على توجيهات مهندس المشرف ومتطلبات الدفاعNFPA  ويشمل البند جميع ما يلزم لاتمام الأعمال طبقا للمواصفات و طبقا لمتطلبات ال المدني من الكشف على الشبكة الحالية وفحصها كما هو موضح على المخططات و على المقاول تقديم:المخططات التنفيذية و اعتمادها قبل بدء بالتنفيذ من المهندس المشرف كما هو موصف للأقطار التالية 40 mm dia.,,397.0,,,,,,الملخص التراكمي,211,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,210, يشمل العمل كافة قطع التركيبات مثل الأكواع  والتيهات ، 40. schتوريد و تركيب انابيب فولاذية سوداء والوصلات والقارنات والنقاصات/المخفضات ومنافس الهواء الآلية وتكون الوصلات من نوع  فيكتوليك او ما يماثلها للأقطار 50 مم أو أكبر، و تكون الوصلات قلووظ للأقطار أقل من 50 مم، والبند يشمل  العلاقات والدعامات للمواسير و المحابس  و الصرف ان لزم والدهان  لكامل الشبكة كما يلزم لاتمام العمل. و بناء على توجيهات مهندس المشرف  ومتطلبات الدفاعNFPA  ويشمل البند جميع ما يلزم لاتمام الأعمال طبقا للمواصفات و طبقا لمتطلبات ال المدني من الكشف على الشبكة الحالية وفحصها كما هو موضح على المخططات و على المقاول تقديم:المخططات التنفيذية و اعتمادها قبل بدء بالتنفيذ من المهندس المشرف كما هو موصف للأقطار التالية 50 mm dia.,,111.0,,,,,,الملخص التراكمي,212,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,211, يشمل العمل كافة قطع التركيبات مثل الأكواع  والتيهات ، 40. schتوريد و تركيب انابيب فولاذية سوداء والوصلات والقارنات والنقاصات/المخفضات ومنافس الهواء الآلية وتكون الوصلات من نوع  فيكتوليك او ما يماثلها للأقطار 50 مم أو أكبر، و تكون الوصلات قلووظ للأقطار أقل من 50 مم، والبند يشمل  العلاقات والدعامات للمواسير و المحابس  و الصرف ان لزم والدهان  لكامل الشبكة كما يلزم لاتمام العمل. و بناء على توجيهات مهندس المشرف  ومتطلبات الدفاعNFPA  ويشمل البند جميع ما يلزم لاتمام الأعمال طبقا للمواصفات و طبقا لمتطلبات ال المدني من الكشف على الشبكة الحالية وفحصها كما هو موضح على المخططات و على المقاول تقديم:المخططات التنفيذية و اعتمادها قبل بدء بالتنفيذ من المهندس المشرف كما هو موصف للأقطار التالية 63 mm dia.,,100.0,,,,,,الملخص التراكمي,213,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,212, يشمل العمل كافة قطع التركيبات مثل الأكواع  والتيهات ، 40. schتوريد و تركيب انابيب فولاذية سوداء والوصلات والقارنات والنقاصات/المخفضات ومنافس الهواء الآلية وتكون الوصلات من نوع  فيكتوليك او ما يماثلها للأقطار 50 مم أو أكبر، و تكون الوصلات قلووظ للأقطار أقل من 50 مم، والبند يشمل  العلاقات والدعامات للمواسير و المحابس  و الصرف ان لزم والدهان  لكامل الشبكة كما يلزم لاتمام العمل. و بناء على توجيهات مهندس المشرف  ومتطلبات الدفاعNFPA  ويشمل البند جميع ما يلزم لاتمام الأعمال طبقا للمواصفات و طبقا لمتطلبات ال المدني من الكشف على الشبكة الحالية وفحصها كما هو موضح على المخططات و على المقاول تقديم:المخططات التنفيذية و اعتمادها قبل بدء بالتنفيذ من المهندس المشرف كما هو موصف للأقطار التالية 80 mm dia.,,50.0,,,,,,الملخص التراكمي,214,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,213, يشمل العمل كافة قطع التركيبات مثل الأكواع  والتيهات ، 40. schتوريد و تركيب انابيب فولاذية سوداء والوصلات والقارنات والنقاصات/المخفضات ومنافس الهواء الآلية وتكون الوصلات من نوع  فيكتوليك او ما يماثلها للأقطار 50 مم أو أكبر، و تكون الوصلات قلووظ للأقطار أقل من 50 مم، والبند يشمل  العلاقات والدعامات للمواسير و المحابس  و الصرف ان لزم والدهان  لكامل الشبكة كما يلزم لاتمام العمل. و بناء على توجيهات مهندس المشرف 100 mm dia.,,40.0,,,,,,الملخص التراكمي,215,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,214,توريد و تركيب و اختبار رشاشات آلية اوتوماتيكية كما هو موصف رشاشات معلقة، ذات فتحة 2/1 بوصة، ومعامل 5.6 =K   ودرجة حرارة تشغيل 68 درجة مئوية,,1048.0,,,,,,الملخص التراكمي,216,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,215,توريد و تركيب و اختبار رشاشات آلية اوتوماتيكية كما هو موصف رشاشات من النوع المخفي، ذات فتحة 2/1 بوصة، ومعامل 5.6 =K   ودرجة حرارة تشغيل 68 درجة مئوية,,1000.0,,,,,,الملخص التراكمي,217,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,216,توريد و تركيب و اختبار رشاشات آلية اوتوماتيكية كما هو موصف رشاشات عامودية، ذات فتحة 2/1 بوصة، ومعامل 5.6 =K   ودرجة حرارة تشغيل 68 درجة مئوية,,508.0,,,,,,الملخص التراكمي,218,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,217,توريد و تركيب طفايات حريق قابلة للحمل كما هو محددنوع ABC ، سعة 6 كغ ، بودرة جافّة مرجع 1-FE,,48.0,,,,,,الملخص التراكمي,219,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,218,توريد و تركيب نظام  غازي200FM لغرف الكهرباء و السنترال و ما يتطلبه النظام من تعديلاتمعمارية على ان يتم تقديمها للاعتماد من قبل مهندس المشرف  ،  مرجع 3-FE,,36.0,,,,,,الملخص التراكمي,220,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,219,توريد و تركيب كبائن مكافحة الحريق class II مزوده بمحبس 5.1 بوصة و خرطوم قماشي من مادةمعتمدة و ايضا بها طفاية حريق ABC  سعة 6 كيلو,,30.0,,,,,,الملخص التراكمي,221,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,220, توريد و تركيب طفايات حريق  نوع 2Co ، سعة 6 كغ ، بودرة جافّة,,5.0,,,,,,الملخص التراكمي,222,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,221,وحدات VAV من أعلى العلامات التجارية جودة )BYPASS TYPE( مع سخان كهربائي ، ترموستات إلكتروني رقمي للغرفة ، فليكس. توصيلات ، تثبيت ، دعم ، عازل اهتزاز مع كافة الملحقات المطلوبة حسب المواصفات والرسومات. 01-VAV ، اجمالي الهواء 0-250 ) ق/د( استطاعة التخزين 5.1 )ك/و(,,9.0,,,,,,الملخص التراكمي,223,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,222,وحدات VAV من أعلى العلامات التجارية جودة )BYPASS TYPE( مع سخان كهربائي ، ترموستات إلكتروني رقمي للغرفة ، فليكس. توصيلات ، تثبيت ، دعم ، عازل اهتزاز مع كافة الملحقات المطلوبة حسب المواصفات والرسومات. 02-VAV ، اجمالي الهواء 0-500 ) ق/د( استطاعة التخزين 2 )ك/و(,,127.0,,,,,,الملخص التراكمي,224,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,223,وحدات VAV من أعلى العلامات التجارية جودة )BYPASS TYPE( مع سخان كهربائي ، ترموستات إلكتروني رقمي للغرفة ، فليكس. توصيلات ، تثبيت ، دعم ، عازل اهتزاز مع كافة الملحقات المطلوبة حسب المواصفات والرسومات. 03-VAV ، اجمالي الهواء 0-750 ) ق/د( استطاعة التخزين 3 )ك/و( ,,51.0,,,,,,الملخص التراكمي,225,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,224,وحدات VAV من أعلى العلامات التجارية جودة )BYPASS TYPE( مع سخان كهربائي ، ترموستات إلكتروني رقمي للغرفة ، فليكس. توصيلات ، تثبيت ، دعم ، عازل اهتزاز مع كافة الملحقات المطلوبة حسب المواصفات والرسومات. 04-VAV ، اجمالي الهواء 0-1000 ) ق/د( استطاعة التخزين 5.3 )ك/و(,,24.0,,,,,,الملخص التراكمي,226,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,225,وحدات VAV من أعلى العلامات التجارية جودة )BYPASS TYPE( مع سخان كهربائي ، ترموستات إلكتروني رقمي للغرفة ، فليكس. توصيلات ، تثبيت ، دعم ، عازل اهتزاز مع كافة الملحقات المطلوبة حسب المواصفات والرسومات. 05-VAV ، اجمالي الهواء 0-1500 ) ق/د( استطاعة التخزين 5.3 )ك/و(,,44.0,,,,,,الملخص التراكمي,227,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,226,وحدات VAV من أعلى العلامات التجارية جودة )BYPASS TYPE( مع سخان كهربائي ، ترموستات إلكتروني رقمي للغرفة ، فليكس. توصيلات ، تثبيت ، دعم ، عازل اهتزاز مع كافة الملحقات المطلوبة حسب المواصفات والرسومات. 06-VAV ، اجمالي الهواء 0-2000 ) ق/د( استطاعة التخزين 6.3 )ك/و(,,49.0,,,,,,الملخص التراكمي,228,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,227,وحدات VAV من أعلى العلامات التجارية جودة )BYPASS TYPE( مع سخان كهربائي ، ترموستات إلكتروني رقمي للغرفة ، فليكس. توصيلات ، تثبيت ، دعم ، عازل اهتزاز مع كافة الملحقات المطلوبة حسب المواصفات والرسومات. 07-VAV ، اجمالي الهواء 0-2500 ) ق/د( استطاعة التخزين 7.3 )ك/و(,,24.0,,,,,,الملخص التراكمي,229,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,228,فك و ترحيل VAV الموجودة حاليا  و تركيبها حسب المخطط  المعدل و حسب تعليمات المهندس المشرف. على المقاول معاينة الوحدات الموجودة و الاستفادة بإعادة تركيبها بعد عمل الفحوصات و الاختبارات المناسبة لحسن ضمان عملها و حسب تعليمات المهندس المشرف,,100.0,,,,,,الملخص التراكمي,230,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,229,فك وإعادة تهيئة و اصلاح أعمال مجاري  من الصفائح المعدنية المجلفنه )90G( للهواء الداخل والراجع والهواء النقي وقناة السحب حسب المواصفات القياسية SMACNA وتشمل التيهات/القطعة التائية والكوع/المرفق والتفريعات والتحويلة والدعامة وحمالة التعليق. ويجب أخذ الطول على امتداد خط المركز فوق كل قطع التركيبات، ومن المفهوم بأن السعر الإفرادي لأعمال مجاري الهواء/الأقنية محمل عليه كل دعامات حامل التعليق ومخمّد الصوت والحريق وكل قطع الإكسسوار عزل الحراري )فايبرغلاس( ثخانة 25 مم وبكثافة 24 كغ/م3 مع مانع تبخر من الألمنيوم المقوّى حسب المخططات والمواصفات و حسب تعليمات مهندس المشرف.,,2000.0,,,,,,الملخص التراكمي,231,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,230,توريد و تصنيع و تركيب أعمال مجاري  من الصفائح المعدنية المجلفنه )90G( للهواء الداخل والراجع والهواء النقي وقناة السحب حسب المواصفات القياسية SMACNA وتشمل التيهات/القطعة التائية والكوع/المرفق والتفريعات والتحويلة والدعامة وحمالة التعليق. ويجب أخذ الطول على امتداد خط المركز فوق كل قطع التركيبات، ومن المفهوم بأن السعر الإفرادي لأعمال مجاري الهواء/الأقنية محمل عليه كل دعامات حامل التعليق ومخمّد الصوت والحريق وكل قطع الإكسسوار عزل الحراري )فايبرغلاس( ثخانة 25 مم وبكثافة 24 كغ/م3 مع مانع تبخر من الألمنيوم المقوّى حسب المخططات والمواصفات و حسب تعليمات مهندس المشرف.,,7000.0,,,,,,الملخص التراكمي,232,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,231,ناشرة هواء ذات فتحات طولية  للهواء الداخل مصنعة من الألمنيوم المشكل بالبثق ومطلية بمسحوق البولستركاملة، مخمدات صوت ذات أرياش متضادّة ،وصندوق حجمى معزول من الداخل بعازل صوتى وميكانيزم للتحكم فى الهواء من واجهة الناشر وكل قطع الأكسسوار حسب المواصفات والمخططات مع توفير عينات للاعتماد من مهندس المشرف. ثلاثة فتحات / ثقب 25مم عرض,,1925.0,,,,,,الملخص التراكمي,233,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,232,ناشرة هواء ذات فتحات طولية للهواء الراجع مصنعة من الألمنيوم المشكل بالبثق ومطلية بمسحوق البولستركاملة، وكل قطع الأكسسوار حسب المواصفات والمخططات مع توفير عينات للاعتماد من مهندس المشرف. ثلاثة فتحات / ثقب 25مم عرض,,1925.0,,,,,,الملخص التراكمي,234,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,233, جريلات تغذية من الالومينيوم مغطاة ببودرة البوليستر كاملة وجميع الملحقات حسب المخططات..والمواصفات مع توفير عينات للاعتماد من مهندس المشرف 600mm X 600mm,,724.0,,,,,,الملخص التراكمي,235,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,234, جريلات رجوع من الالومينيوم مغطاة ببودرة البوليستر كاملة وجميع الملحقات حسب المخططات.والمواصفات مع توفير عينات للاعتماد من مهندس المشرف 600mm X 600mm,,724.0,,,,,,الملخص التراكمي,236,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,235, جريلات لسحب الهواء من الالمونيوم مغطاة ببودرة البوليستر كاملة بجميع ملحقات التركيب وحسب.المخططات والمواصفات مع توفير عينات للاعتماد من مهندس المشرف 150mm X 150MM,,102.0,,,,,,الملخص التراكمي,237,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,236,وصلات هواء مرنة مع الكلبسات المعدنية، والبراغي، والملحقات الضرورية. العزل يجب أن يكون بسماكة 25 مم وكثافة 16 كغ/م3 لناشرات الهواء الخطية ويجب ان يطابق كود الحريق NFPA 90A حسب المواصفات والمخططات مع توفير عينات للاعتماد من مهندس المشرف.Dia 150 mm,,240.0,,,,,,الملخص التراكمي,238,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,237,وصلات هواء مرنة مع الكلبسات المعدنية، والبراغي، والملحقات الضرورية. العزل يجب أن يكون بسماكة 25 مم وكثافة 16 كغ/م3 لناشرات الهواء الخطية ويجب ان يطابق كود الحريق NFPA 90A حسب المواصفات والمخططات مع توفير عينات للاعتماد من مهندس المشرف. Dia 200 mm,,2964.0,,,,,,الملخص التراكمي,239,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,238,وصلات هواء مرنة مع الكلبسات المعدنية، والبراغي، والملحقات الضرورية. العزل يجب أن يكون بسماكة 25 مم وكثافة 16 كغ/م3 لناشرات الهواء الخطية ويجب ان يطابق كود الحريق NFPA 90A حسب المواصفات والمخططات مع توفير عينات للاعتماد من مهندس المشرف. Dia 250 mm,,60.0,,,,,,الملخص التراكمي,240,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,239, توريد و تركيب مراوح سحب الهواء )طرد مركزي فوق السطح ( تشمل عمليات الاختبار و الموازنة : تشمل عمليات التوريد و التركيب و الاختبار و التثبيت مراوح سحب الهواء )طرد مركزي فوق السطح ( سعة 6500 قدم مكعب بالدقيقة,,1.0,,,,,,الملخص التراكمي,241,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,240, توريد و تركيب مراوح سحب الهواء )طرد مركزي فوق السطح ( تشمل عمليات الاختبار و الموازنة : تشمل عمليات التوريد و التركيب و الاختبار و التثبيت مراوح سحب الهواء )طرد مركزي فوق السطح ( سعة 7500 قدم مكعب بالدقيقة,,1.0,,,,,,الملخص التراكمي,242,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,241, توريد و تركيب مراوح سحب الهواء )طرد مركزي فوق السطح ( تشمل عمليات الاختبار و الموازنة : تشمل عمليات التوريد و التركيب و الاختبار و التثبيت مراوح سحب الهواء )طرد مركزي فوق السطح ( سعة9000  قدم مكعب بالدقيقة,,2.0,,,,,,الملخص التراكمي,243,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,242,الموازنة والضبط والتهيئة لتشغيل أنظمة تكييف الهواء ،و يجب ان تحتوي على جميع التجهيزات والادوات المطلوبة لإجراء الاختبار والتهيئة للتشغيل والتشغيل مع ضبط كميات الهواء وموازنة الهواء  لنظام التكييف، ويجب ايضا ان تكون مد ة الاختبار حسب متطلبات المنظمات العالمية مثل )NEBB( كما هو  مطلوب بالكود السعودي و اشري ASHREE ويجب ان يكون المقاول المختص عضوا فى احد المنظمات مع تقديم الشهادة لذلك.,,1.0,,,,,,الملخص التراكمي,244,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,243,نظام إدارة المبنى BMS    تصميم وتوريد وتركيب نظام لإدارة المبنى أتوماتيكياً على أن يكون نظام التشغيل )OPEN PROTOCOL ( حسب توصيات الاستشارى المشرف وذلك للتحكم في تشغيل ومراقبة الانظمة الميكانيكية والكهربائية التالية :                                                  ـ التشلرات والمراوح ووحدات مناولة الهواء ووحدات ملف المروحة ومضخات المياه ووحدة ضخ الهواء وإنظمة الحريق والتحكم في الأنظمة والمعدات الميكانيكية بالمبنى - والتحكم في تشغيل ومتابعة حالة اللوحات الكهربائية الرئيسية والثانوية والمصاعد وكل الأنظمة التي يراها الاستشاري لأزمة مع الأخذ في الاعتبار قابلية التوسع في المباني المستقبلية .توريد وتركيب وتوصيل نظام إدارة المباني ) BMS ( لأنظمة HVAC ، وأنظمة السباكة ، ونظام الحريق ، والأنظمة الكهربائية والخدمات الخارجية ، كاملة بما في ذلك وحدات التحكم ونقاط التحكم والأسلاك والقنوات وصناديق السحب وصناديق التوصيل الثانوية وجميع عمليات التثبيت الضرورية مستلزمات؛ كل ما هو محدد ومفصل على الرسومات والموصوفة في المواصفات. والنظام يجب ان يتضمن البرامج واجهزة التحكم واجهزة المواقع ونقاط التحكم والاسلاك المتصلة بباقي الانظمة والمواسير وعلب السحب وعلب التوصيل الثانوية وجميع اكسسوارات ومتطلبات التركيبات الضرورية وهذه الاجهزة يجب ان يتم توصيلها مع جميع انظمة شبكة IP سواء من خلال تمكين اجهزة IP او من خلال بوابة IP او الموزع ويجب ان تشمل وحدات التحكم الطرفية التركيبات الضرورية والبرمجة والدمج عند اللزوم لتأسيس الاتصال والتعامل بين اجهزة التركيبات الالكتروميكانيكية وانظمة السلامة وانظمة الامن حسب اوامر ونظام التشغيل ووفقا لنظام وحسب تعليمات مهندس المشرف و يجب ان يتوافق النظام مع الانظمة الحالية للترشيد و المراقبة و يكون النظام لكامل المبني,,1.0,,,,,,الملخص التراكمي,245,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,244,"توريد وتركيب واختبار لوحات إنارة وتغذية، 380 فولت، 3 أطوار، 60 هيرتز، مركبة على الحائط وموصّلة بالكامل، مختبرة وموضوعة في التشغيل حسب المواصفات والمخططات وتشمل خطوط النقل الأرضية وأجهزة الحماية وتوصيل نهايات الكابلات والأعمال المدنية اللازمة.PP-1,  200 A ,MCCB",,6.0,,,,,,الملخص التراكمي,246,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,245,"توريد وتركيب واختبار لوحات إنارة وتغذية، 380 فولت، 3 أطوار، 60 هيرتز، مركبة على الحائط وموصّلة بالكامل، مختبرة وموضوعة في التشغيل حسب المواصفات والمخططات وتشمل خطوط النقل الأرضية وأجهزة الحماية وتوصيل نهايات الكابلات والأعمال المدنية اللازمة. PP-2, 200 A , MCCB",,6.0,,,,,,الملخص التراكمي,247,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,246,"توريد وتركيب واختبار لوحات إنارة وتغذية، 380 فولت، 3 أطوار، 60 هيرتز، مركبة على الحائط  وموصّلة بالكامل، مختبرة وموضوعة في التشغيل حسب المواصفات والمخططات وتشمل خطوط النقل الأرضية وأجهزة الحماية وتوصيل نهايات الكابلات والأعمال المدنية اللازمة. PP-3, 200 A , MCCB",,6.0,,,,,,الملخص التراكمي,248,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,247,"توريد وتركيب واختبار لوحات إنارة وتغذية، 380 فولت، 3 أطوار، 60 هيرتز، مركبة على الحائط وموصّلة بالكامل، مختبرة وموضوعة في التشغيل حسب المواصفات والمخططات وتشمل خطوط النقل الأرضية وأجهزة الحماية وتوصيل نهايات الكابلات والأعمال المدنية اللازمة.PP-4, 200 A , MCCB",,6.0,,,,,,الملخص التراكمي,249,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,248,توريد وتركيب مقابس طاقة مربوطة بأسلاك 4 مم2 كحد أدنى وتشمل الأجهزة و والأسلاك والمواسير والعلب ودعامات التثبيت ، من اللوحات الى نقاط المقابس وحسب المواصفات. على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها مع التركيبات الجديدة بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرف .مقبس أحادي، مركب على الجدار، من النوع المؤرض، 15 أمبير، 230 فولت، طور واحد، قطبين، 3 أسلاك.,,282.0,,,,,,الملخص التراكمي,250,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
