contract_no,item_no,description_ar,unit,contractual_qty,unit_price,cumulative_qty,cumulative_pct,cumulative_amount,remaining_qty,source_sheet,source_row,source_file,extraction_method,confidence_level,data_quality_notes
CMH_01-C01,96,معالجة وتنظيف وصقل وجلاء بلاط رخام الأرضيات والدرج مع بودرة الرخام المستخدم والتلميع 4 أوجه وملو الفواصل بمادة مقاومة للرطوبة والبكتيريا  والسعر يشمل جميع المواد والأعمال اللازمة لإتمام العمل المطلوب طبقا للمخططات والمواصفات الفنية وبحسب توجيهات واعتماد المهندس المشرف. رخام الدرج )قائمة والسعر يشمل النائمة والحبسة,,300.0,,,,,,الملخص التراكمي,98,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,97,رخام رمادي غامق تندر غراي مقاس 600×900 مم  سماكة  20مم  كإطار حول المصاعد,,101.0,,,,,,الملخص التراكمي,99,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,98,رخام ابيض ثاسوس  سماكة 20مم على جدران دورات مياه منطقة معالي الوزير,,43.0,,,,,,الملخص التراكمي,100,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,99,رخام أخضر داكن مثبت على قواطع السيمنت خلف مكاتب السكرتاريا وفي المدخل الرئيسي في منطقة معالي الوزير.,,43.0,,,,,,الملخص التراكمي,101,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,100,رخام  الحوائط والأعمدة والكمر والوزرات لمدخل كبار الشخصيات ومدخل الموظفين وعلى المصاعد وفي الممرات الرئيسية والوجهات الداخلية للفناء الوسطي.,,6000.0,,,,,,الملخص التراكمي,102,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,101,توريد وتركيب وزرة من الرخام  رمادي فاتح تندر غراي بسماكة 20مم 100*1000 مم والسعر يشمل التثبيت  بالغراء والشطف وكل ما يلزم لانهاء العمل حسب الاصول الفنية وتعليمات المهندس المشرف.,,400.0,,,,,,الملخص التراكمي,103,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,102,معالجة وتنظيف و الصقل والجلاء  لبلاط  الموزايك للأرضيات والدرج ومحمل على البند الوزر  والبند يشمل معالجة اللحامات والسقاية وملو الفواصل بمادة مقاومة للرطوبة والبكتيريا  طبقا للمخططات والمواصفات الفنية وبحسب توجيهات واعتماد المهندس المشرف. الأرضيات الموزايكو في سلالم الخدمة وبسطات الدرج.,,4800.0,,,,,,الملخص التراكمي,104,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,103,معالجة وتنظيف و الصقل والجلاء  لبلاط  الموزايك للأرضيات والدرج ومحمل على البند الوزر  والبند يشمل معالجة اللحامات والسقاية وملو الفواصل بمادة مقاومة للرطوبة والبكتيريا  طبقا للمخططات والمواصفات الفنية وبحسب توجيهات واعتماد المهندس المشرف. موزايكو الدرج )قائمة والسعر يشمل النائمة والحبسة,,300.0,,,,,,الملخص التراكمي,105,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,104,Ref drawing: 07-MRA-DD-(as per floor number)-AR-300 مقاس 500×500 مم  لون رمادي لمنطقة المرور CT-01بلاط - سجاد,,3600.0,,,,,,الملخص التراكمي,106,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,105,بلاط - سجاد 02-CT مقاس 500× 500 مم لون أزرق فاتح لمحطة العمل وغرفة الاجتماعات,,6705.0,,,,,,الملخص التراكمي,107,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,106,Ref drawing: 07-MRA-DD-(as per floor number)-AR-300 مقاس 500×500 مم لون بيج لمكتب المدير CT-03بلاط - سجاد,,1213.0,,,,,,الملخص التراكمي,108,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,107,Ref drawing: 07-MRA-DD-(as per floor number)-AR-300 مقاس 500×500 مم لمنطقة الاستقبال الرئيسية CT-04بلاط - سجاد,,543.0,,,,,,الملخص التراكمي,109,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,108,بلاط - سجاد05-CT مقاس 500×500 مم لغرف خدمة العملاء مع تصميم بشكل مثلث وألوان مختلفة,,735.0,,,,,,الملخص التراكمي,110,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,109,Ref drawing: 07-MRA-DD-(as per floor number)-AR-300 مقاس 500×500 مم لمركز الأعمال CT-06بلاط - سجاد,,109.0,,,,,,الملخص التراكمي,111,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,110,بلاط - سجاد 01-CR مقاس 500×500 مم لمكتب الرئيس ونائب الرئيس والصالة والسكرتارية وغرفة الاجتماعات الكبيرة.,,2140.0,,,,,,الملخص التراكمي,112,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,111,بلاط - سجاد 02-CR مقاس 500×500 مم لمكتب الرئيس ونائب الرئيس على شكل مثلثات لون بيج، رمادي فاتح ورمادي غامق.,,303.0,,,,,,الملخص التراكمي,113,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,112,300-Ref drawing: 07-MRA-DD-(as per floor number)-ARبلاط - سجاد 03-CR مقاس 500×500 مم للمدير العام ومنطقة السكرتارية,,1550.0,,,,,,الملخص التراكمي,114,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,113,Ref drawing: 07-MRA-DD-(as per floor number)-AR-300 لمنطقة الصلاة CR-04 رولات السجاد,,129.0,,,,,,الملخص التراكمي,115,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,114,رولات السجاد 05-CR لمدخل معالي الوزير في الدور الارضي، سجادة المراسم الملكية لون بنفسجي مع إضافة إطار بنقشة مزخرفة حسب المناظير الداخلية.,,85.0,,,,,,الملخص التراكمي,116,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,115,رولات السجاد 06-CR للمدخل الرئيسي والثانوي في الدور الأرضي بلون بيج مع تصميم على شكل مثلثات حسب المناظير الداخلية.,,174.0,,,,,,الملخص التراكمي,117,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,116,رولات السجاد 07-CR لمختصر معالي الوزير، غرفة الاجتماعات الخاصة بمعالي الوزير، غرفة الاجتماعات الرئيسية ومدير مكتب معالي الوزير.,,215.0,,,,,,الملخص التراكمي,118,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,117,300-Ref drawing: 07-MRA-DD-(as per floor number)-ARرولات السجاد 08-CR لمنطقة انتظار كبار الشخصيات في الدور السادس,,37.0,,,,,,الملخص التراكمي,119,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,118,300-Ref drawing: 07-MRA-DD-(as per floor number)-ARرولات السجاد 09-CR  لمكتب معالي الوزير، السكرتاريا ومنطقة الانتظار,,203.0,,,,,,الملخص التراكمي,120,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,119,300-Ref drawing: 07-MRA-DD-(as per floor number)-ARرولات السجاد 10-CR  لغرفة اللاونج في منطقة التنفيذين في الدور السادس,,18.0,,,,,,الملخص التراكمي,121,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,120,بلاط laminated HDF باركيه01-PQ  لمركز الأعمال والفناء الوسطي,,178.0,,,,,,الملخص التراكمي,122,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,121,عمل صبة خرسانية من السرك سماكة 10 سم مع طبقة واحدة من شبك الحديد قطر 6مم. على أن تكون طبقة التشطيب النهائية بلون رمادي غامق على شكل الأسطح الاسمنتية  بحسب اللون والملمس المعتمد. ,,110.0,,,,,,الملخص التراكمي,123,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,122,عمل صبة خرسانية من السرك سماكة 10 سم مع طبقة واحدة من شبك الحديد قطر 6مم. على أن تكون طبقة التشطيب النهائية بلون رمادي فاتح على شكل الأسطح الاسمنتية  بحسب اللون والملمس المعتمد وبحسب تعليمات المهندس المشرف.,,160.0,,,,,,الملخص التراكمي,124,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,123,حجر جرانيت اسود مع تشكيلات مثلثات من لون فاتح للنافورة الداخلية   01-ST حسب الموضح بالمخطط ,,170.0,,,,,,الملخص التراكمي,125,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,124,300-Ref. Drawings: 07-MRA-DD-(as per floor number)-AR حجر رياض ابيض كإطار حول الجلسات في الفناء الوسطي الاساسي 02-ST,,118.0,,,,,,الملخص التراكمي,126,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,125,دهان بلون رمادي بيج على الألواح الجبسية والألواح الاسمنتية 100-WPF,,12700.0,,,,,,الملخص التراكمي,127,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,126,دهان بلون رمادي خشن على هيئة الاسطح الاسمنتية مع غرووف  على الأعمدة,,2288.0,,,,,,الملخص التراكمي,128,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,127,دهان لجدران وأسقف السلالم والجدران الداخلية بالمبنى.,,6173.0,,,,,,الملخص التراكمي,129,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,128,.دهان بلون رمادي اسمنتي على الألواح الجبسية والألواح الاسمنتية 200-WPF,,2088.0,,,,,,الملخص التراكمي,130,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,129,.دهان بلون رمادي فاتح  على الألواح الجبسية والألواح الاسمنتية 300-WPF,,174.0,,,,,,الملخص التراكمي,131,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,130,.دهان بلون اصفر خردلي  على الألواح الجبسية والألواح الاسمنتية 400-WPF,,30.0,,,,,,الملخص التراكمي,132,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,131,.دهان بلون ازرق أخضر  على الألواح الجبسية والألواح الاسمنتية 500-WPF,,23.0,,,,,,الملخص التراكمي,133,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,132,.دهان بلون رمادي خشن على هيئة الاسطح الاسمنتية مع تجويف  على جدار البلوك 600-WPF,,32.0,,,,,,الملخص التراكمي,134,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,133,تحضير وتنفيذ وعمل دهان عالي الجودة للأسقف الجبسية يشمل الوجه التحضيرى أساس ومعالجة الفواصل  بالمعجـون والشاش والمواد المخصص لتسكير فواصل الالواح الجبسية والاسمنتية وان يكون نوع  دهان  بلون ابيض,,25559.0,,,,,,الملخص التراكمي,135,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,134,تحضير وتنفيذ وعمل دهان عالي الجودة للأسقف الجبسية يشمل الوجه التحضيرى أساس ومعالجة الفواصل  بالمعجـون والشاش والمواد المخصص لتسكير فواصل الالواح الجبسية والاسمنتية وان يكون نوع دهان  بلون اصفر خردلي,,9.0,,,,,,الملخص التراكمي,136,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,135,تحضير وتنفيذ وعمل دهان عالي الجودة للأسقف الجبسية يشمل الوجه التحضيرى أساس ومعالجة الفواصل  بالمعجـون والشاش والمواد المخصص لتسكير فواصل الالواح الجبسية والاسمنتية وان يكون نوع دهان  بلون ازرق تيل,,3.0,,,,,,الملخص التراكمي,137,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,136,تحضير وتنفيذ وعمل دهان عالي الجودة للأسقف الجبسية يشمل الوجه التحضيرى أساس ومعالجة الفواصل  بالمعجـون والشاش والمواد المخصص لتسكير فواصل الالواح الجبسية والاسمنتية وان يكون نوع دهان  بلون ازرق فاتح,,4.0,,,,,,الملخص التراكمي,138,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,137,بالمتر المسطح عمل دهان اكريليك مائي مرن عالي المتانة علي الاسطح الخرسانية وعلى الجدران  الظاهرة على السقف المفتوح  وكل التجهيزات الخاصة بالأعمال الميكانيكية والكهربائية باستثناء نظام الحريق. يشمل الوجه التحضيرى أساس  ثم  الدهان وجهين باللون المطلوب  مع نظافة الاسطح وازالة اى بروز بالخرسانات بالسقف ويتم التنفيذ طبقا للمخططات والمواصفاتة الفنية وعلي حسب تعليمات المهندس المشرف. دهان  بلون اسود,,9442.0,,,,,,الملخص التراكمي,139,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,138,بالمتر المسطح عمل دهان اكريليك مائي مرن عالي المتانة علي الاسطح الخرسانية وعلى الجدران  الظاهرة على السقف المفتوح  وكل التجهيزات الخاصة بالأعمال الميكانيكية والكهربائية باستثناء نظام الحريق. يشمل الوجه التحضيرى أساس  ثم  الدهان وجهين باللون المطلوب  مع نظافة الاسطح وازالة اى بروز بالخرسانات بالسقف ويتم التنفيذ طبقا للمخططات والمواصفاتة الفنية وعلي حسب تعليمات المهندس المشرف.  دهان رمادي غامق,,835.0,,,,,,الملخص التراكمي,140,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,139,معالجة و دهان سقف الفناء الوسطى والبند يشمل أعمال ترميم  ودهان الألواح الجبسية مع تغيير التالف منها وفك ألواح التغطية الشفافة )ألواح اللكسان( الحالية وتوريد وتركيب ألواح جديدة ومحمل على البند فك وحدات الانارة الحالية وتوريد وتركيب ،حدات إنارة جديدة مناسبة على ان يقدم المقاول مقترح كامل لطريقة التنفيذ وعينات المواد للاعتماد من المهندس المشرف  قبل البدء بالاعمال والسعر يشمل كافة المواد والاعمال اللازمة لتنفيذ البند طبقاً لتوصيات المهندس المشرف,,680.0,,,,,,الملخص التراكمي,141,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,140,توريد وتثبيت ورق جدران عالي الجودة على الألواح الجبسية بعد تأسيس الجدران واغلاق الفواصل والفتحات وتاسيس الجدار بدهان مناسب لاعمال ورق الجدران  حسب النوع . في منطقة التنفيذيين ومكتب مدير مكتب معالي الوزير في الدور السادس  ويتم التنفيذ طبقا للمخططات والمواصفات الفنية وبحسب تعليمات المهندس المشرف.,,758.0,,,,,,الملخص التراكمي,142,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,141,جهاز تجفيف للأيدي كهربائي,,47.0,,,,,,الملخص التراكمي,143,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,142,جهاز مناديل كهربائي,,47.0,,,,,,الملخص التراكمي,144,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,143,موزع صابون سائل,,115.0,,,,,,الملخص التراكمي,145,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,144,حاملة لفة ورق توليت,,138.0,,,,,,الملخص التراكمي,146,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,145,مقابض لذوي الاحتياجات الخاصة  مكونه من مقبض خلفي 900 مم,,23.0,,,,,,الملخص التراكمي,147,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,146,مقابض لذوي الاحتياجات الخاصة   مكونه من مقبض جانبي1100 مم,,23.0,,,,,,الملخص التراكمي,148,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,147,طقم اكسسوارات لمكتب معالي الوزير شاملة اكسسوارات حوض المغسلة، ماسورة تعليق المناشف وحوامل المناشف، فرشاة الحمام، حامل ورق التواليت,,1.0,,,,,,الملخص التراكمي,149,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,148,طقم اكسسوارات لمكتب الوكيل ومساعد الوكيل ومكاتب التنفيذيين في الدور السادس شاملة اكسسوارات حوض المغسلة، ماسورة تعليق المناشف وحوامل المناشف، فرش الحمام، حامل ورق التواليت,,20.0,,,,,,الملخص التراكمي,150,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,149,طقم اكسسوارات لمكاتب المدراء العامين شاملة اكسسوارات حوض المغسلة، ماسورة تعليق المناشف وحوامل المناشف، فرش الحمام، حامل ورق التواليت,,32.0,,,,,,الملخص التراكمي,151,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,150,توريد وتركيب مرآة وجه 6 مم ترُكّب بارزة عن الجدار مع شطف على كل الجهات طبقا للمواصفات وبحسب تعليمات المهندس المشرف. مقاس 1100 × 900 مم,,1.0,,,,,,الملخص التراكمي,152,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,151,توريد وتركيب مرآة وجه 6 مم ترُكّب بارزة عن الجدار مع شطف على كل الجهات طبقا للمواصفات وبحسب تعليمات المهندس المشرف. مقاس 1200 × 800 مم,,75.0,,,,,,الملخص التراكمي,153,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,152,توريد وتركيب مرآة وجه 6 مم ترُكّب بارزة عن الجدار مع شطف على كل الجهات طبقا للمواصفات وبحسب تعليمات المهندس المشرف. مقاس 1200 × 700 مم,,92.0,,,,,,الملخص التراكمي,154,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,153,توريد وتركيب كاونتر لوحي للمغاسل كوريان عالي الكثافة سماكة 20 مم، يشمل الجزء الأمامي واللوح الواقي الخلفي  سماكة 20 مم حسب المحدد في المخططات والأقواس وأدوات التثبيت من الحديد المجلفن. و يشمل السعر أي مواد أو أعمال يتطلبها انهاء العمل طبقاً للموضح بالمواصفات والرسومات. ويشمل الأعمال الخشبية اللازمة للخزائن المرتبطة بالكاونتر حسب التصميم المطلوب وبحسب تعليمات المهندس المشرف. Ref drawing: 07-MRA-DD-(as per floor number)-AR-700 to 703 مقاس: 1250طول × عرض600 مم ,,32.0,,,,,,الملخص التراكمي,155,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,154,توريد وتركيب كاونتر لوحي للمغاسل كوريان عالي الكثافة سماكة 20 مم، يشمل الجزء الأمامي واللوح الواقي الخلفي  سماكة 20 مم حسب المحدد في المخططات والأقواس وأدوات التثبيت من الحديد المجلفن. و يشمل السعر أي مواد أو أعمال يتطلبها انهاء العمل طبقاً للموضح بالمواصفات والرسومات. ويشمل الأعمال الخشبية اللازمة للخزائن المرتبطة بالكاونتر حسب التصميم المطلوب وبحسب تعليمات المهندس المشرف. Ref drawing: 07-MRA-DD-(as per floor number)-AR-700 to 703 مقاس: 1200طول × عرض600 مم ,,20.0,,,,,,الملخص التراكمي,156,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,155,توريد وتركيب كاونتر لوحي للمغاسل كوريان عالي الكثافة سماكة 20 مم، يشمل الجزء الأمامي واللوح الواقي الخلفي  سماكة 20 مم حسب المحدد في المخططات والأقواس وأدوات التثبيت من الحديد المجلفن. و يشمل السعر أي مواد أو أعمال يتطلبها انهاء العمل طبقاً للموضح بالمواصفات والرسومات. ويشمل الأعمال الخشبية اللازمة للخزائن المرتبطة بالكاونتر حسب التصميم المطلوب وبحسب تعليمات المهندس المشرف.  مقاس: 1000طولRef drawing: 07-MRA-DD-(as per floor number)-AR-700 to 703 عرض600 مم × ,,22.0,,,,,,الملخص التراكمي,157,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,156,توريد وتركيب كاونتر لوحي للمغاسل كوريان عالي الكثافة سماكة 20 مم، يشمل الجزء الأمامي واللوح الواقي الخلفي  سماكة 20 مم حسب المحدد في المخططات والأقواس وأدوات التثبيت من الحديد المجلفن.و يشمل السعر أي مواد أو أعمال يتطلبها انهاء العمل طبقاً للموضح بالمواصفات والرسومات. ويشمل الأعمال الخشبية اللازمة للخزائن المرتبطة بالكاونتر حسب التصميم المطلوب وبحسب تعليمات المهندس المشرف.Ref drawing: 07-MRA-DD-(as per floor number)-AR-700 to 703 مقاس: 3800طول × عرض600 مم ,,23.0,,,,,,الملخص التراكمي,158,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,157,توريد وتركيب كاونتر لوحي للمغاسل كوريان عالي الكثافة سماكة 20 مم، يشمل الجزء الأمامي واللوح الواقي الخلفي  سماكة 20 مم حسب المحدد في المخططات والأقواس وأدوات التثبيت من الحديد المجلفن.و يشمل السعر أي مواد أو أعمال يتطلبها انهاء العمل طبقاً للموضح بالمواصفات والرسومات. ويشمل الأعمال الخشبية اللازمة للخزائن المرتبطة بالكاونتر حسب التصميم المطلوب وبحسب تعليمات المهندس المشرف. Ref drawing: 07-MRA-DD-(as per floor number)-AR-700 to 703 مقاس: 1340طول × عرض600 مم ,,1.0,,,,,,الملخص التراكمي,159,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,158,توريد وتركيب كاونتر لوحي للمغاسل كوريان عالي الكثافة سماكة 20 مم، يشمل الجزء الأمامي واللوح الواقي الخلفي  سماكة 20 مم حسب المحدد في المخططات والأقواس وأدوات التثبيت من الحديد المجلفن. و يشمل السعر أي مواد أو أعمال يتطلبها انهاء العمل طبقاً للموضح بالمواصفات والرسومات. ويشمل الأعمال الخشبية اللازمة للخزائن المرتبطة بالكاونتر حسب التصميم المطلوب وبحسب تعليمات المهندس المشرف. Ref drawing: 07-MRA-DD-(as per floor number)-AR-700 to 703 مقاس: 1620طول × عرض600 مم,,4.0,,,,,,الملخص التراكمي,160,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,159,توريد وتركيب كاونتر لوحي للمغاسل كوريان عالي الكثافة سماكة 20 مم، يشمل الجزء الأمامي واللوح الواقي الخلفي  سماكة 20 مم حسب المحدد في المخططات والأقواس وأدوات التثبيت من الحديد المجلفن.و يشمل السعر أي مواد أو أعمال يتطلبها انهاء العمل طبقاً للموضح بالمواصفات والرسومات. ويشمل الأعمال الخشبية اللازمة للخزائن المرتبطة بالكاونتر حسب التصميم المطلوب وبحسب تعليمات المهندس المشرف. Ref drawing: 07-MRA-DD-(as per floor number)-AR-700 to 703 مقاس: 1200طول × عرض500 مم ,,1.0,,,,,,الملخص التراكمي,161,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,160,خزانة مغسلة خشبية مقاومة للرطوبة من خشب الـ ) Mdf ( بسماكة 18 مم وارتفاع 400 مم من قشرة الجوز أو ما يتناسب مع العينة الموافق عليها  مثبتة على القواطع الجبسية مع اضاءة مخفية ومفصلات ومقابض مخفية وتصميم حسب الرسومات والمناظير وبحسب تعليمات المهندس المشرف. Ref drawing: 07-MRA-DD-(as per floor number)-AR-700 to 703 مقاس: 1250طول × عرض600 مم,,32.0,,,,,,الملخص التراكمي,162,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,161,خزانة مغسلة خشبية مقاومة للرطوبة من خشب الـ ) Mdf ( بسماكة 18 مم وارتفاع 400 مم من قشرة الجوز أو ما يتناسب مع العينة الموافق عليها  مثبتة على القواطع الجبسية مع اضاءة مخفية ومفصلات ومقابض مخفية وتصميم حسب الرسومات والمناظير وبحسب تعليمات المهندس المشرف. Ref drawing: 07-MRA-DD-(as per floor number)-AR-700 to 703 مقاس: 1200طول × عرض600 مم,,20.0,,,,,,الملخص التراكمي,163,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,162,خزانة مغسلة خشبية مقاومة للرطوبة من خشب الـ ) Mdf ( بسماكة 18 مم وارتفاع 400 مم من قشرة الجوز أو ما يتناسب مع العينة الموافق عليها  مثبتة على القواطع الجبسية مع اضاءة مخفية ومفصلات ومقابض مخفية وتصميم حسب الرسومات والمناظير وبحسب تعليمات المهندس المشرف.Ref drawing: 07-MRA-DD-(as per floor number)-AR-700 to 703 مقاس: 1000طول × عرض600 مم,,22.0,,,,,,الملخص التراكمي,164,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,163,خزانة مغسلة خشبية مقاومة للرطوبة من خشب الـ ) Mdf ( بسماكة 18 مم وارتفاع 400 مم من قشرة الجوز أو ما يتناسب مع العينة الموافق عليها  مثبتة على القواطع الجبسية مع اضاءة مخفية ومفصلات ومقابض مخفية وتصميم حسب الرسومات والمناظير وبحسب تعليمات المهندس المشرف. Ref drawing: 07-MRA-DD-(as per floor number)-AR-700 to 703 مقاس: 3800طول × عرض600 مم,,23.0,,,,,,الملخص التراكمي,165,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,164,خزانة مغسلة خشبية مقاومة للرطوبة من خشب الـ ) Mdf ( بسماكة 18 مم وارتفاع 400 مم من قشرة الجوز أو ما يتناسب مع العينة الموافق عليها  مثبتة على القواطع الجبسية مع اضاءة مخفية ومفصلات ومقابض مخفية وتصميم حسب الرسومات والمناظير وبحسب تعليمات المهندس المشرف. Ref drawing: 07-MRA-DD-(as per floor number)-AR-700 to 703 مقاس: 1340طول × عرض600 مم,,1.0,,,,,,الملخص التراكمي,166,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,165,خزانة مغسلة خشبية مقاومة للرطوبة من خشب الـ ) Mdf ( بسماكة 18 مم وارتفاع 400 مم من قشرة الجوز أو ما يتناسب مع العينة الموافق عليها  مثبتة على القواطع الجبسية مع اضاءة مخفية ومفصلات ومقابض مخفية وتصميم حسب الرسومات والمناظير وبحسب تعليمات المهندس المشرف. Ref drawing: 07-MRA-DD-(as per floor number)-AR-700 to 703 مقاس: 1620طول × عرض600 مم,,4.0,,,,,,الملخص التراكمي,167,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,166,خزانة مغسلة خشبية مقاومة للرطوبة من خشب الـ ) Mdf ( بسماكة 18 مم وارتفاع 400 مم من قشرة الجوز أو ما يتناسب مع العينة الموافق عليها  مثبتة على القواطع الجبسية مع اضاءة مخفية ومفصلات ومقابض مخفية وتصميم حسب الرسومات والمناظير وبحسب تعليمات المهندس المشرف. Ref drawing: 07-MRA-DD-(as per floor number)-AR-700 to 703 مقاس: 1200طول × عرض500 مم,,1.0,,,,,,الملخص التراكمي,168,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
CMH_01-C01,167, توريد وتركيب بار كاونتر للمطعم من الرخام الأسود والوجه مطلي باللون الرمادي على شكل وهيئة.الأسطح الاسمنتية  4400mm -طول x 1100mm - ارتفاع x 600mm -عرض,,1.0,,,,,,الملخص التراكمي,169,CMH_01_SMART.xlsx,sheet الملخص التراكمي (header re-detected),high,
